member_id,first_name,last_name,grade,neighborhood,membership_status,join_date,checkout_id,book_id,checkout_date,return_date,genre,pages,publication_year,publisher
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9041.0,506,2025-02-22,2025-03-19,Friendship,183.0,,Nile Press
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9024.0,507,2025-01-27,2025-02-09,Science,160.0,2024.0,Nile Press
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9089.0,507,2025-06-22,2025-07-22,Science,160.0,2024.0,Nile Press
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9015.0,507,2025-09-02,2025-09-14,Science,160.0,2024.0,Nile Press
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9022.0,507,2025-11-14,2025-12-03,Science,160.0,2024.0,Nile Press
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9042.0,509,2024-02-28,,Mystery,221.0,2011.0,Nile Press
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9100.0,513,2025-08-27,2025-09-22,Science,294.0,2021.0,Oasis Books
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9049.0,514,2025-09-08,,Science Fiction,328.0,2023.0,Cairo Young Readers
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9036.0,515,2024-11-27,2024-12-24,Poetry,316.0,2022.0,Cairo Young Readers
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9014.0,519,2024-06-28,2024-07-20,Friendship,157.0,2014.0,Nile Press
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9056.0,519,2025-07-11,2025-07-27,Friendship,157.0,2014.0,Nile Press
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9062.0,520,2024-07-28,2024-08-26,Science Fiction,136.0,2009.0,Oasis Books
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9008.0,520,2025-08-11,,Science Fiction,136.0,2009.0,Oasis Books
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9060.0,527,2024-05-20,2024-05-28,Nature,328.0,2017.0,Delta House
1010,Nour,Nabil,6.0,Maadi,Active,2024-05-15,9082.0,528,2025-11-11,2025-11-18,Nature,114.0,2010.0,Delta House
1011,Menna,Halim,8.0,Maadi,Active,2024-04-22,9032.0,501,2024-11-24,2024-12-11,Adventure,128.0,2017.0,Nile Press
1011,Menna,Halim,8.0,Maadi,Active,2024-04-22,9083.0,516,2025-10-02,2025-10-09,Nature,241.0,2010.0,Nile Press
1012,,,,,,,,509,2025-07-11,,,,,
1012,Ali,Hegazy,7.0,Maadi,Active,2025-12-08,,,,,,,,
1013,Ziad,Fouad,,Maadi,Active,2025-06-27,9054.0,510,2024-11-21,,Mystery,134.0,2013.0,Cairo Young Readers
1013,Ziad,Fouad,,Maadi,Active,2025-06-27,9004.0,519,2025-07-27,2025-08-16,Friendship,157.0,2014.0,Nile Press
1014,Habiba,Nabil,6.0,Maadi,Active,2024-07-09,9019.0,513,2024-03-06,2024-03-23,Science,294.0,2021.0,Oasis Books
1015,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,9003.0,501,2024-08-04,2024-08-13,Adventure,128.0,2017.0,Nile Press
1015,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,9034.0,511,2025-10-13,,Historical,117.0,2016.0,Nile Press
1015,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,9055.0,525,2025-08-08,2025-08-27,Adventure,297.0,2015.0,Oasis Books
1016,Dina,Rashad,8.0,Maadi,Active,2023-04-24,9061.0,505,2025-04-28,2025-05-20,Historical,216.0,2024.0,Oasis Books
1016,Dina,Rashad,8.0,Maadi,Active,2023-04-24,9020.0,506,2024-04-15,2024-05-04,Friendship,183.0,,Nile Press
1016,Dina,Rashad,8.0,Maadi,Active,2023-04-24,9090.0,507,2025-02-18,2025-03-04,Science,160.0,2024.0,Nile Press
1016,Dina,Rashad,8.0,Maadi,Active,2023-04-24,9065.0,509,2024-12-21,,Mystery,221.0,2011.0,Nile Press
1016,Dina,Rashad,8.0,Maadi,Active,2023-04-24,9059.0,518,2025-06-28,2025-07-27,Adventure,163.0,2011.0,Delta House
1016,Dina,Rashad,8.0,Maadi,Active,2023-04-24,9016.0,527,2024-12-03,2024-12-11,Nature,328.0,2017.0,Delta House
1016,Dina,Rashad,8.0,Maadi,Active,2023-04-24,9040.0,529,2025-01-23,2025-02-11,Mystery,298.0,,Cairo Young Readers
1017,Adam,Badr,9.0,Maadi,Active,2025-07-12,9081.0,502,2025-08-25,2025-09-17,Adventure,109.0,2018.0,Delta House
1017,Adam,Badr,9.0,Maadi,Active,2025-07-12,9028.0,507,2025-01-19,2025-01-28,Science,160.0,2024.0,Nile Press
1017,,,,,,,,507,2025-07-11,,,,,
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9086.0,501,2024-06-20,2024-06-29,Adventure,128.0,2017.0,Nile Press
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9378.0,501,2024-09-05,2024-09-21,Adventure,128.0,2017.0,Nile Press
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9097.0,501,2025-10-05,2025-10-14,Adventure,128.0,2017.0,Nile Press
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9044.0,503,2024-10-07,,Historical,259.0,,Nile Press
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9023.0,503,2025-08-04,2025-08-27,Historical,259.0,,Nile Press
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9026.0,506,2025-04-21,2025-05-04,Friendship,183.0,,Nile Press
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9099.0,506,2025-10-10,2025-11-09,Friendship,183.0,,Nile Press
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9104.0,507,2024-05-15,,Science,160.0,2024.0,Nile Press
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9030.0,507,2025-03-09,,Science,160.0,2024.0,Nile Press
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9006.0,507,2025-06-26,2025-07-01,Science,160.0,2024.0,Nile Press
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9075.0,510,2024-07-01,,Mystery,134.0,2013.0,Cairo Young Readers
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9039.0,513,2024-07-21,2024-08-10,Science,294.0,2021.0,Oasis Books
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9070.0,513,2025-01-08,2025-02-01,Science,294.0,2021.0,Oasis Books
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9063.0,515,2024-10-22,,Poetry,316.0,2022.0,Cairo Young Readers
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9017.0,519,2024-08-06,2024-08-11,Friendship,157.0,2014.0,Nile Press
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9027.0,519,2024-11-04,,Friendship,157.0,2014.0,Nile Press
1018,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,9085.0,525,2025-08-19,2025-09-18,Adventure,297.0,2015.0,Oasis Books
1019,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,9052.0,501,2024-06-20,2024-06-29,Adventure,128.0,2017.0,Nile Press
1019,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,9052.0,501,2024-06-20,2024-06-29,Adventure,128.0,2017.0,Nile Press
1019,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,9092.0,507,2025-03-20,2025-03-27,Science,160.0,2024.0,Nile Press
1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,9035.0,501,2024-08-01,2024-08-23,Adventure,128.0,2017.0,Nile Press
1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,9087.0,511,2025-12-03,2025-12-13,Historical,117.0,2016.0,Nile Press
1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,9002.0,515,2024-12-06,2024-12-11,Poetry,316.0,2022.0,Cairo Young Readers
1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,9057.0,519,2025-02-03,,Friendship,157.0,2014.0,Nile Press
1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,9033.0,522,2025-02-26,2025-03-11,Mystery,104.0,2016.0,Cairo Young Readers
1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,9031.0,530,2025-12-28,2026-01-05,Adventure,208.0,2012.0,Oasis Books
1020,Rana,Fouad,6.0,Maadi,Active,2025-12-04,9101.0,532,2025-05-25,2025-06-15,Friendship,337.0,2017.0,Oasis Books
1021,Fares,Fouad,8.0,Maadi,Active,2023-05-14,,,,,,,,
1022,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,9096.0,501,2025-02-17,2025-03-17,Adventure,128.0,2017.0,Nile Press
1022,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,9009.0,506,2025-04-28,2025-05-04,Friendship,183.0,,Nile Press
1022,,,,,,,,511,2025-07-12,,,,,
1022,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,9046.0,513,2024-02-22,,Science,294.0,2021.0,Oasis Books
1022,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,9011.0,513,2024-03-17,,Science,294.0,2021.0,Oasis Books
1022,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,9380.0,513,2024-04-22,2024-04-28,Science,294.0,2021.0,Oasis Books
1022,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,9094.0,527,2024-11-22,2024-12-08,Nature,328.0,2017.0,Delta House
1023,Hassan,Rashad,8.0,Nasr City,Inactive,,9188.0,507,2025-05-11,2025-06-08,Science,160.0,2024.0,Nile Press
1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,9128.0,501,2025-06-12,2025-06-19,Adventure,128.0,2017.0,Nile Press
1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,9144.0,501,2025-11-07,2025-11-25,Adventure,128.0,2017.0,Nile Press
1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,9130.0,503,2025-09-04,2025-09-17,Historical,259.0,,Nile Press
1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,9107.0,505,2024-09-24,2024-10-12,Historical,216.0,2024.0,Oasis Books
1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,9127.0,506,2025-06-13,,Friendship,183.0,,Nile Press
1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,9108.0,507,2025-02-02,2025-02-27,Science,160.0,2024.0,Nile Press
1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,9195.0,507,2025-02-22,2025-03-17,Science,160.0,2024.0,Nile Press
1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,9150.0,507,2025-10-14,2025-10-24,Science,160.0,2024.0,Nile Press
1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,9194.0,513,2024-09-17,2024-10-09,Science,294.0,2021.0,Oasis Books
1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,9194.0,513,2024-09-17,2024-10-09,Science,294.0,2021.0,Oasis Books
1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,9119.0,518,2025-02-26,2025-03-15,Adventure,163.0,2011.0,Delta House
1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,9178.0,518,2025-08-21,2025-09-04,Adventure,163.0,2011.0,Delta House
1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,9143.0,518,2025-10-02,,Adventure,163.0,2011.0,Delta House
1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,9376.0,518,2025-10-22,2025-11-04,Adventure,163.0,2011.0,Delta House
1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,9116.0,519,2025-01-10,2025-02-09,Friendship,157.0,2014.0,Nile Press
1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,9124.0,525,2025-10-14,2025-11-13,Adventure,297.0,2015.0,Oasis Books
1024,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,9174.0,528,2025-12-16,2026-01-07,Nature,114.0,2010.0,Delta House
1025,Hana,Nabil,,Nasr  City,active,2023-10-03,,,,,,,,
1026,Nada,Saleh,7.0,Nasr City,inactive,2023-11-16,9184.0,501,2024-12-15,2025-01-11,Adventure,128.0,2017.0,Nile Press
1026,Nada,Saleh,7.0,Nasr City,inactive,2023-11-16,9117.0,501,2025-09-13,,Adventure,128.0,2017.0,Nile Press
1026,Nada,Saleh,7.0,Nasr City,inactive,2023-11-16,9185.0,519,2025-10-22,2025-11-01,Friendship,157.0,2014.0,Nile Press
1026,,,,,,,,522,2025-07-11,,,,,
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9176.0,501,2024-11-08,2024-11-26,Adventure,128.0,2017.0,Nile Press
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9105.0,501,2025-03-05,2025-03-25,Adventure,128.0,2017.0,Nile Press
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9191.0,505,2024-08-05,2024-08-29,Historical,216.0,2024.0,Oasis Books
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9113.0,507,2024-06-26,2024-07-08,Science,160.0,2024.0,Nile Press
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9171.0,507,2025-05-23,2025-06-19,Science,160.0,2024.0,Nile Press
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9111.0,510,2024-09-12,2024-10-03,Mystery,134.0,2013.0,Cairo Young Readers
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9123.0,511,2025-03-23,2025-04-11,Historical,117.0,2016.0,Nile Press
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9177.0,513,2024-01-18,,Science,294.0,2021.0,Oasis Books
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9175.0,513,2025-03-04,2025-03-27,Science,294.0,2021.0,Oasis Books
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9142.0,516,2024-09-21,2024-10-14,Nature,241.0,2010.0,Nile Press
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9179.0,517,2024-11-19,2024-12-17,Mystery,338.0,2015.0,Delta House
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9192.0,519,2025-09-26,2025-10-07,Friendship,157.0,2014.0,Nile Press
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9121.0,522,2025-02-24,2025-03-14,Mystery,104.0,2016.0,Cairo Young Readers
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9198.0,524,2024-10-03,2024-10-19,Historical,114.0,2016.0,Cairo Young Readers
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9141.0,529,2025-02-09,2025-03-03,Mystery,298.0,,Cairo Young Readers
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9173.0,532,2025-03-10,2025-04-06,Friendship,337.0,2017.0,Oasis Books
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9183.0,532,2025-03-28,2025-04-10,Friendship,337.0,2017.0,Oasis Books
1027,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,9148.0,532,2025-07-05,2025-07-26,Friendship,337.0,2017.0,Oasis Books
1028,Hassan,Adel,9.0,Nasr City,Active,2025-11-12,9167.0,503,2025-12-24,2026-01-02,Historical,259.0,,Nile Press
1028,Hassan,Adel,9.0,Nasr City,Active,2025-11-12,9147.0,512,2025-10-05,2025-11-01,Adventure,238.0,2022.0,Delta House
1028,Hassan,Adel,9.0,Nasr City,Active,2025-11-12,9155.0,525,2025-07-12,2025-07-18,Adventure,297.0,2015.0,Oasis Books
1029,,,,,,,,523,2025-07-09,,,,,
1029,Rana,Kamel,6.0,Nasr City,Active,2023-04-03,,,,,,,,
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9160.0,501,2024-06-20,2024-07-07,Adventure,128.0,2017.0,Nile Press
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9159.0,501,2024-12-11,,Adventure,128.0,2017.0,Nile Press
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9197.0,501,2025-11-26,2025-12-01,Adventure,128.0,2017.0,Nile Press
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9190.0,502,2025-12-04,2025-12-18,Adventure,109.0,2018.0,Delta House
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9110.0,506,2024-05-14,2024-05-30,Friendship,183.0,,Nile Press
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9118.0,507,2024-05-12,,Science,160.0,2024.0,Nile Press
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9172.0,513,2025-05-04,2025-05-26,Science,294.0,2021.0,Oasis Books
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9168.0,513,2025-09-13,2025-09-23,Science,294.0,2021.0,Oasis Books
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9169.0,513,2025-11-25,,Science,294.0,2021.0,Oasis Books
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9165.0,519,2025-03-27,2025-04-02,Friendship,157.0,2014.0,Nile Press
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9162.0,519,2025-08-27,2025-09-11,Friendship,157.0,2014.0,Nile Press
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9152.0,525,2025-01-03,,Adventure,297.0,2015.0,Oasis Books
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9154.0,525,2025-05-18,2025-05-26,Adventure,297.0,2015.0,Oasis Books
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9196.0,526,2025-01-15,2025-02-02,Science Fiction,125.0,2016.0,Delta House
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9153.0,530,2024-10-12,2024-10-26,Adventure,208.0,2012.0,Oasis Books
1030,Reem,Osman,,Nasr City,Active,2025-04-01,9136.0,532,2024-10-03,2024-10-20,Friendship,337.0,2017.0,Oasis Books
1031,Ali,Fahmy,8.0,Nasr City,Active,2023-09-08,9112.0,521,2024-07-28,2024-08-22,Science,211.0,2024.0,Cairo Young Readers
1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,9156.0,503,2025-02-13,2025-03-14,Historical,259.0,,Nile Press
1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,9149.0,507,2025-02-09,2025-02-18,Science,160.0,2024.0,Nile Press
1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,9189.0,507,2025-12-08,2025-12-16,Science,160.0,2024.0,Nile Press
1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,9129.0,513,2025-06-21,2025-06-29,Science,294.0,2021.0,Oasis Books
1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,9166.0,519,2024-01-15,2024-01-24,Friendship,157.0,2014.0,Nile Press
1032,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,9157.0,525,2024-03-04,2024-04-03,Adventure,297.0,2015.0,Oasis Books
1033,Marwan,Wahba,7.0,Nasr City,Active,2023-02-22,,,,,,,,
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9106.0,501,2025-08-20,2025-08-27,Adventure,128.0,2017.0,Nile Press
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9145.0,501,2025-11-10,2025-12-10,Adventure,128.0,2017.0,Nile Press
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9187.0,502,2024-08-11,,Adventure,109.0,2018.0,Delta House
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9115.0,502,2025-12-16,2026-01-15,Adventure,109.0,2018.0,Delta House
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9131.0,505,2025-12-16,2025-12-25,Historical,216.0,2024.0,Oasis Books
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9135.0,506,2025-01-12,2025-01-28,Friendship,183.0,,Nile Press
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9164.0,507,2024-12-02,2024-12-12,Science,160.0,2024.0,Nile Press
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9377.0,507,2025-03-25,2025-04-06,Science,160.0,2024.0,Nile Press
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9146.0,509,2025-02-23,2025-03-14,Mystery,221.0,2011.0,Nile Press
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9109.0,512,2024-08-20,2024-09-14,Adventure,238.0,2022.0,Delta House
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9140.0,513,2025-03-06,2025-04-02,Science,294.0,2021.0,Oasis Books
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9114.0,516,2025-03-02,2025-03-17,Nature,241.0,2010.0,Nile Press
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9186.0,516,2025-07-17,2025-08-03,Nature,241.0,2010.0,Nile Press
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9193.0,519,2024-09-15,2024-10-01,Friendship,157.0,2014.0,Nile Press
1034,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,9193.0,519,2024-09-15,2024-10-01,Friendship,157.0,2014.0,Nile Press
