member_id,first_name,last_name,grade,neighborhood,membership_status,join_date,checkout_id,book_id,checkout_date,return_date,genre,pages,publication_year,publisher,total_books_checked_out
1010,Nour,Nabil,6,Maadi,Active,2024-05-15,9069,505,2024-06-14,2024-07-10 00:00:00,Historical,216,2024,Oasis Books,18
1010,Nour,Nabil,6,Maadi,Active,2024-05-15,9041,506,2025-02-22,2025-03-19 00:00:00,Friendship,183,2017,Nile Press,18
1010,Nour,Nabil,6,Maadi,Active,2024-05-15,9024,507,2025-01-27,2025-02-09 00:00:00,Science,160,2024,Nile Press,18
1010,Nour,Nabil,6,Maadi,Active,2024-05-15,9089,507,2025-06-22,2025-07-22 00:00:00,Science,160,2024,Nile Press,18
1010,Nour,Nabil,6,Maadi,Active,2024-05-15,9015,507,2025-09-02,2025-09-14 00:00:00,Science,160,2024,Nile Press,18
1010,Nour,Nabil,6,Maadi,Active,2024-05-15,9022,507,2025-11-14,2025-12-03 00:00:00,Science,160,2024,Nile Press,18
1010,Nour,Nabil,6,Maadi,Active,2024-05-15,9042,509,2024-02-28,Not Returned,Mystery,221,2011,Nile Press,18
1010,Nour,Nabil,6,Maadi,Active,2024-05-15,9100,513,2025-08-27,2025-09-22 00:00:00,Science,294,2021,Oasis Books,18
1010,Nour,Nabil,6,Maadi,Active,2024-05-15,9049,514,2025-09-08,Not Returned,Science Fiction,328,2023,Cairo Young Readers,18
1010,Nour,Nabil,6,Maadi,Active,2024-05-15,9036,515,2024-11-27,2024-12-24 00:00:00,Poetry,316,2022,Cairo Young Readers,18
1010,Nour,Nabil,6,Maadi,Active,2024-05-15,9014,519,2024-06-28,2024-07-20 00:00:00,Friendship,157,2014,Nile Press,18
1010,Nour,Nabil,6,Maadi,Active,2024-05-15,9056,519,2025-07-11,2025-07-27 00:00:00,Friendship,157,2014,Nile Press,18
1010,Nour,Nabil,6,Maadi,Active,2024-05-15,9062,520,2024-07-28,2024-08-26 00:00:00,Science Fiction,136,2009,Oasis Books,18
1010,Nour,Nabil,6,Maadi,Active,2024-05-15,9008,520,2025-08-11,Not Returned,Science Fiction,136,2009,Oasis Books,18
1010,Nour,Nabil,6,Maadi,Active,2024-05-15,9060,527,2024-05-20,2024-05-28 00:00:00,Nature,328,2017,Delta House,18
1010,Nour,Nabil,6,Maadi,Active,2024-05-15,9082,528,2025-11-11,2025-11-18 00:00:00,Nature,114,2010,Delta House,18
1011,Menna,Halim,8,Maadi,Active,2024-04-22,9032,501,2024-11-24,2024-12-11 00:00:00,Adventure,128,2017,Nile Press,2
1011,Menna,Halim,8,Maadi,Active,2024-04-22,9083,516,2025-10-02,2025-10-09 00:00:00,Nature,241,2010,Nile Press,2
1012,Not Available,Not Available,9,Maadi,Active,2025-01-22,Missing,509,2025-07-11,Not Returned,Mystery,201,2017,Unknown,2
1012,Ali,Hegazy,7,Maadi,Active,2025-12-08,Missing,Missing,2025-07-11,Not Returned,Adventure,201,2017,Unknown,2
1013,Ziad,Fouad,9,Maadi,Active,2025-06-27,9054,510,2024-11-21,Not Returned,Mystery,134,2013,Cairo Young Readers,2
1013,Ziad,Fouad,9,Maadi,Active,2025-06-27,9004,519,2025-07-27,2025-08-16 00:00:00,Friendship,157,2014,Nile Press,2
1014,Habiba,Nabil,6,Maadi,Active,2024-07-09,9019,513,2024-03-06,2024-03-23 00:00:00,Science,294,2021,Oasis Books,1
1015,Hamza,Sabry,7,Maadi,Inactive,2025-08-13,9003,501,2024-08-04,2024-08-13 00:00:00,Adventure,128,2017,Nile Press,3
1015,Hamza,Sabry,7,Maadi,Inactive,2025-08-13,9034,511,2025-10-13,Not Returned,Historical,117,2016,Nile Press,3
1015,Hamza,Sabry,7,Maadi,Inactive,2025-08-13,9055,525,2025-08-08,2025-08-27 00:00:00,Adventure,297,2015,Oasis Books,3
1016,Dina,Rashad,8,Maadi,Active,2023-04-24,9061,505,2025-04-28,2025-05-20 00:00:00,Historical,216,2024,Oasis Books,7
1016,Dina,Rashad,8,Maadi,Active,2023-04-24,9020,506,2024-04-15,2024-05-04 00:00:00,Friendship,183,2017,Nile Press,7
1016,Dina,Rashad,8,Maadi,Active,2023-04-24,9090,507,2025-02-18,2025-03-04 00:00:00,Science,160,2024,Nile Press,7
1016,Dina,Rashad,8,Maadi,Active,2023-04-24,9065,509,2024-12-21,Not Returned,Mystery,221,2011,Nile Press,7
1016,Dina,Rashad,8,Maadi,Active,2023-04-24,9059,518,2025-06-28,2025-07-27 00:00:00,Adventure,163,2011,Delta House,7
1016,Dina,Rashad,8,Maadi,Active,2023-04-24,9016,527,2024-12-03,2024-12-11 00:00:00,Nature,328,2017,Delta House,7
1016,Dina,Rashad,8,Maadi,Active,2023-04-24,9040,529,2025-01-23,2025-02-11 00:00:00,Mystery,298,2017,Cairo Young Readers,7
1017,Adam,Badr,9,Maadi,Active,2025-07-12,9081,502,2025-08-25,2025-09-17 00:00:00,Adventure,109,2018,Delta House,3
1017,Adam,Badr,9,Maadi,Active,2025-07-12,9028,507,2025-01-19,2025-01-28 00:00:00,Science,160,2024,Nile Press,3
1017,Not Available,Not Available,9,Maadi,Active,2025-01-22,Missing,507,2025-07-11,Not Returned,Science,201,2017,Unknown,3
1018,Ahmed,Shafik,9,Maadi,Active,2023-01-28,9086,501,2024-06-20,2024-06-29 00:00:00,Adventure,128,2017,Nile Press,17
1018,Ahmed,Shafik,9,Maadi,Active,2023-01-28,9378,501,2024-09-05,2024-09-21 00:00:00,Adventure,128,2017,Nile Press,17
1018,Ahmed,Shafik,9,Maadi,Active,2023-01-28,9097,501,2025-10-05,2025-10-14 00:00:00,Adventure,128,2017,Nile Press,17
1018,Ahmed,Shafik,9,Maadi,Active,2023-01-28,9044,503,2024-10-07,Not Returned,Historical,259,2017,Nile Press,17
1018,Ahmed,Shafik,9,Maadi,Active,2023-01-28,9023,503,2025-08-04,2025-08-27 00:00:00,Historical,259,2017,Nile Press,17
1018,Ahmed,Shafik,9,Maadi,Active,2023-01-28,9026,506,2025-04-21,2025-05-04 00:00:00,Friendship,183,2017,Nile Press,17
1018,Ahmed,Shafik,9,Maadi,Active,2023-01-28,9099,506,2025-10-10,2025-11-09 00:00:00,Friendship,183,2017,Nile Press,17
1018,Ahmed,Shafik,9,Maadi,Active,2023-01-28,9104,507,2024-05-15,Not Returned,Science,160,2024,Nile Press,17
1018,Ahmed,Shafik,9,Maadi,Active,2023-01-28,9030,507,2025-03-09,Not Returned,Science,160,2024,Nile Press,17
1018,Ahmed,Shafik,9,Maadi,Active,2023-01-28,9006,507,2025-06-26,2025-07-01 00:00:00,Science,160,2024,Nile Press,17
1018,Ahmed,Shafik,9,Maadi,Active,2023-01-28,9075,510,2024-07-01,Not Returned,Mystery,134,2013,Cairo Young Readers,17
1018,Ahmed,Shafik,9,Maadi,Active,2023-01-28,9039,513,2024-07-21,2024-08-10 00:00:00,Science,294,2021,Oasis Books,17
1018,Ahmed,Shafik,9,Maadi,Active,2023-01-28,9070,513,2025-01-08,2025-02-01 00:00:00,Science,294,2021,Oasis Books,17
1018,Ahmed,Shafik,9,Maadi,Active,2023-01-28,9063,515,2024-10-22,Not Returned,Poetry,316,2022,Cairo Young Readers,17
1018,Ahmed,Shafik,9,Maadi,Active,2023-01-28,9017,519,2024-08-06,2024-08-11 00:00:00,Friendship,157,2014,Nile Press,17
1018,Ahmed,Shafik,9,Maadi,Active,2023-01-28,9027,519,2024-11-04,Not Returned,Friendship,157,2014,Nile Press,17
1018,Ahmed,Shafik,9,Maadi,Active,2023-01-28,9085,525,2025-08-19,2025-09-18 00:00:00,Adventure,297,2015,Oasis Books,17
1019,Mostafa,Wahba,6,Maadi,Inactive,2024-07-20,9052,501,2024-06-20,2024-06-29 00:00:00,Adventure,128,2017,Nile Press,3
1019,Mostafa,Wahba,6,Maadi,Inactive,2024-07-20,9092,507,2025-03-20,2025-03-27 00:00:00,Science,160,2024,Nile Press,3
1020,Rana,Fouad,6,Maadi,Active,2025-12-04,9035,501,2024-08-01,2024-08-23 00:00:00,Adventure,128,2017,Nile Press,7
1020,Rana,Fouad,6,Maadi,Active,2025-12-04,9087,511,2025-12-03,2025-12-13 00:00:00,Historical,117,2016,Nile Press,7
1020,Rana,Fouad,6,Maadi,Active,2025-12-04,9002,515,2024-12-06,2024-12-11 00:00:00,Poetry,316,2022,Cairo Young Readers,7
1020,Rana,Fouad,6,Maadi,Active,2025-12-04,9057,519,2025-02-03,Not Returned,Friendship,157,2014,Nile Press,7
1020,Rana,Fouad,6,Maadi,Active,2025-12-04,9033,522,2025-02-26,2025-03-11 00:00:00,Mystery,104,2016,Cairo Young Readers,7
1020,Rana,Fouad,6,Maadi,Active,2025-12-04,9031,530,2025-12-28,2026-01-05 00:00:00,Adventure,208,2012,Oasis Books,7
1020,Rana,Fouad,6,Maadi,Active,2025-12-04,9101,532,2025-05-25,2025-06-15 00:00:00,Friendship,337,2017,Oasis Books,7
1021,Fares,Fouad,8,Maadi,Active,2023-05-14,Missing,Missing,2025-07-11,Not Returned,Adventure,201,2017,Unknown,1
1022,Youssef,Fouad,7,Maadi,Active,2025-02-28,9096,501,2025-02-17,2025-03-17 00:00:00,Adventure,128,2017,Nile Press,7
1022,Youssef,Fouad,7,Maadi,Active,2025-02-28,9009,506,2025-04-28,2025-05-04 00:00:00,Friendship,183,2017,Nile Press,7
1022,Not Available,Not Available,9,Maadi,Active,2025-01-22,Missing,511,2025-07-12,Not Returned,Historical,201,2017,Unknown,7
1022,Youssef,Fouad,7,Maadi,Active,2025-02-28,9046,513,2024-02-22,Not Returned,Science,294,2021,Oasis Books,7
1022,Youssef,Fouad,7,Maadi,Active,2025-02-28,9011,513,2024-03-17,Not Returned,Science,294,2021,Oasis Books,7
1022,Youssef,Fouad,7,Maadi,Active,2025-02-28,9380,513,2024-04-22,2024-04-28 00:00:00,Science,294,2021,Oasis Books,7
1022,Youssef,Fouad,7,Maadi,Active,2025-02-28,9094,527,2024-11-22,2024-12-08 00:00:00,Nature,328,2017,Delta House,7
1023,Hassan,Rashad,8,Nasr City,Inactive,2025-01-22,9188,507,2025-05-11,2025-06-08 00:00:00,Science,160,2024,Nile Press,1
1024,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,9128,501,2025-06-12,2025-06-19 00:00:00,Adventure,128,2017,Nile Press,17
1024,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,9144,501,2025-11-07,2025-11-25 00:00:00,Adventure,128,2017,Nile Press,17
1024,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,9130,503,2025-09-04,2025-09-17 00:00:00,Historical,259,2017,Nile Press,17
1024,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,9107,505,2024-09-24,2024-10-12 00:00:00,Historical,216,2024,Oasis Books,17
1024,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,9127,506,2025-06-13,Not Returned,Friendship,183,2017,Nile Press,17
1024,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,9108,507,2025-02-02,2025-02-27 00:00:00,Science,160,2024,Nile Press,17
1024,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,9195,507,2025-02-22,2025-03-17 00:00:00,Science,160,2024,Nile Press,17
1024,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,9150,507,2025-10-14,2025-10-24 00:00:00,Science,160,2024,Nile Press,17
1024,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,9194,513,2024-09-17,2024-10-09 00:00:00,Science,294,2021,Oasis Books,17
1024,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,9119,518,2025-02-26,2025-03-15 00:00:00,Adventure,163,2011,Delta House,17
1024,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,9178,518,2025-08-21,2025-09-04 00:00:00,Adventure,163,2011,Delta House,17
1024,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,9143,518,2025-10-02,Not Returned,Adventure,163,2011,Delta House,17
1024,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,9376,518,2025-10-22,2025-11-04 00:00:00,Adventure,163,2011,Delta House,17
1024,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,9116,519,2025-01-10,2025-02-09 00:00:00,Friendship,157,2014,Nile Press,17
1024,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,9124,525,2025-10-14,2025-11-13 00:00:00,Adventure,297,2015,Oasis Books,17
1024,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,9174,528,2025-12-16,2026-01-07 00:00:00,Nature,114,2010,Delta House,17
1025,Hana,Nabil,9,Nasr City,Active,2023-10-03,Missing,Missing,2025-07-11,Not Returned,Adventure,201,2017,Unknown,1
1026,Nada,Saleh,7,Nasr City,Inactive,2023-11-16,9184,501,2024-12-15,2025-01-11 00:00:00,Adventure,128,2017,Nile Press,4
1026,Nada,Saleh,7,Nasr City,Inactive,2023-11-16,9117,501,2025-09-13,Not Returned,Adventure,128,2017,Nile Press,4
1026,Nada,Saleh,7,Nasr City,Inactive,2023-11-16,9185,519,2025-10-22,2025-11-01 00:00:00,Friendship,157,2014,Nile Press,4
1026,Not Available,Not Available,9,Maadi,Active,2025-01-22,Missing,522,2025-07-11,Not Returned,Mystery,201,2017,Unknown,4
1027,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,9176,501,2024-11-08,2024-11-26 00:00:00,Adventure,128,2017,Nile Press,18
1027,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,9105,501,2025-03-05,2025-03-25 00:00:00,Adventure,128,2017,Nile Press,18
1027,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,9191,505,2024-08-05,2024-08-29 00:00:00,Historical,216,2024,Oasis Books,18
1027,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,9113,507,2024-06-26,2024-07-08 00:00:00,Science,160,2024,Nile Press,18
1027,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,9171,507,2025-05-23,2025-06-19 00:00:00,Science,160,2024,Nile Press,18
1027,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,9111,510,2024-09-12,2024-10-03 00:00:00,Mystery,134,2013,Cairo Young Readers,18
1027,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,9123,511,2025-03-23,2025-04-11 00:00:00,Historical,117,2016,Nile Press,18
1027,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,9177,513,2024-01-18,Not Returned,Science,294,2021,Oasis Books,18
1027,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,9175,513,2025-03-04,2025-03-27 00:00:00,Science,294,2021,Oasis Books,18
1027,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,9142,516,2024-09-21,2024-10-14 00:00:00,Nature,241,2010,Nile Press,18
1027,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,9179,517,2024-11-19,2024-12-17 00:00:00,Mystery,338,2015,Delta House,18
1027,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,9192,519,2025-09-26,2025-10-07 00:00:00,Friendship,157,2014,Nile Press,18
1027,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,9121,522,2025-02-24,2025-03-14 00:00:00,Mystery,104,2016,Cairo Young Readers,18
1027,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,9198,524,2024-10-03,2024-10-19 00:00:00,Historical,114,2016,Cairo Young Readers,18
1027,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,9141,529,2025-02-09,2025-03-03 00:00:00,Mystery,298,2017,Cairo Young Readers,18
1027,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,9173,532,2025-03-10,2025-04-06 00:00:00,Friendship,337,2017,Oasis Books,18
1027,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,9183,532,2025-03-28,2025-04-10 00:00:00,Friendship,337,2017,Oasis Books,18
1027,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,9148,532,2025-07-05,2025-07-26 00:00:00,Friendship,337,2017,Oasis Books,18
1028,Hassan,Adel,9,Nasr City,Active,2025-11-12,9167,503,2025-12-24,2026-01-02 00:00:00,Historical,259,2017,Nile Press,3
1028,Hassan,Adel,9,Nasr City,Active,2025-11-12,9147,512,2025-10-05,2025-11-01 00:00:00,Adventure,238,2022,Delta House,3
1028,Hassan,Adel,9,Nasr City,Active,2025-11-12,9155,525,2025-07-12,2025-07-18 00:00:00,Adventure,297,2015,Oasis Books,3
1029,Not Available,Not Available,9,Maadi,Active,2025-01-22,Missing,523,2025-07-09,Not Returned,Historical,201,2017,Unknown,2
1029,Rana,Kamel,6,Nasr City,Active,2023-04-03,Missing,Missing,2025-07-11,Not Returned,Adventure,201,2017,Unknown,2
1030,Reem,Osman,9,Nasr City,Active,2025-04-01,9160,501,2024-06-20,2024-07-07 00:00:00,Adventure,128,2017,Nile Press,16
1030,Reem,Osman,9,Nasr City,Active,2025-04-01,9159,501,2024-12-11,Not Returned,Adventure,128,2017,Nile Press,16
1030,Reem,Osman,9,Nasr City,Active,2025-04-01,9197,501,2025-11-26,2025-12-01 00:00:00,Adventure,128,2017,Nile Press,16
1030,Reem,Osman,9,Nasr City,Active,2025-04-01,9190,502,2025-12-04,2025-12-18 00:00:00,Adventure,109,2018,Delta House,16
1030,Reem,Osman,9,Nasr City,Active,2025-04-01,9110,506,2024-05-14,2024-05-30 00:00:00,Friendship,183,2017,Nile Press,16
1030,Reem,Osman,9,Nasr City,Active,2025-04-01,9118,507,2024-05-12,Not Returned,Science,160,2024,Nile Press,16
1030,Reem,Osman,9,Nasr City,Active,2025-04-01,9172,513,2025-05-04,2025-05-26 00:00:00,Science,294,2021,Oasis Books,16
1030,Reem,Osman,9,Nasr City,Active,2025-04-01,9168,513,2025-09-13,2025-09-23 00:00:00,Science,294,2021,Oasis Books,16
1030,Reem,Osman,9,Nasr City,Active,2025-04-01,9169,513,2025-11-25,Not Returned,Science,294,2021,Oasis Books,16
1030,Reem,Osman,9,Nasr City,Active,2025-04-01,9165,519,2025-03-27,2025-04-02 00:00:00,Friendship,157,2014,Nile Press,16
1030,Reem,Osman,9,Nasr City,Active,2025-04-01,9162,519,2025-08-27,2025-09-11 00:00:00,Friendship,157,2014,Nile Press,16
1030,Reem,Osman,9,Nasr City,Active,2025-04-01,9152,525,2025-01-03,Not Returned,Adventure,297,2015,Oasis Books,16
1030,Reem,Osman,9,Nasr City,Active,2025-04-01,9154,525,2025-05-18,2025-05-26 00:00:00,Adventure,297,2015,Oasis Books,16
1030,Reem,Osman,9,Nasr City,Active,2025-04-01,9196,526,2025-01-15,2025-02-02 00:00:00,Science Fiction,125,2016,Delta House,16
1030,Reem,Osman,9,Nasr City,Active,2025-04-01,9153,530,2024-10-12,2024-10-26 00:00:00,Adventure,208,2012,Oasis Books,16
1030,Reem,Osman,9,Nasr City,Active,2025-04-01,9136,532,2024-10-03,2024-10-20 00:00:00,Friendship,337,2017,Oasis Books,16
1031,Ali,Fahmy,8,Nasr City,Active,2023-09-08,9112,521,2024-07-28,2024-08-22 00:00:00,Science,211,2024,Cairo Young Readers,1
1032,Nada,Zaki,7,Nasr City,Active,2025-10-19,9156,503,2025-02-13,2025-03-14 00:00:00,Historical,259,2017,Nile Press,6
1032,Nada,Zaki,7,Nasr City,Active,2025-10-19,9149,507,2025-02-09,2025-02-18 00:00:00,Science,160,2024,Nile Press,6
1032,Nada,Zaki,7,Nasr City,Active,2025-10-19,9189,507,2025-12-08,2025-12-16 00:00:00,Science,160,2024,Nile Press,6
1032,Nada,Zaki,7,Nasr City,Active,2025-10-19,9129,513,2025-06-21,2025-06-29 00:00:00,Science,294,2021,Oasis Books,6
1032,Nada,Zaki,7,Nasr City,Active,2025-10-19,9166,519,2024-01-15,2024-01-24 00:00:00,Friendship,157,2014,Nile Press,6
1032,Nada,Zaki,7,Nasr City,Active,2025-10-19,9157,525,2024-03-04,2024-04-03 00:00:00,Adventure,297,2015,Oasis Books,6
1033,Marwan,Wahba,7,Nasr City,Active,2023-02-22,Missing,Missing,2025-07-11,Not Returned,Adventure,201,2017,Unknown,1
1034,Aya,Wahba,9,Nasr City,Active,2025-01-22,9106,501,2025-08-20,2025-08-27 00:00:00,Adventure,128,2017,Nile Press,25
1034,Aya,Wahba,9,Nasr City,Active,2025-01-22,9145,501,2025-11-10,2025-12-10 00:00:00,Adventure,128,2017,Nile Press,25
1034,Aya,Wahba,9,Nasr City,Active,2025-01-22,9187,502,2024-08-11,Not Returned,Adventure,109,2018,Delta House,25
1034,Aya,Wahba,9,Nasr City,Active,2025-01-22,9115,502,2025-12-16,2026-01-15 00:00:00,Adventure,109,2018,Delta House,25
1034,Aya,Wahba,9,Nasr City,Active,2025-01-22,9131,505,2025-12-16,2025-12-25 00:00:00,Historical,216,2024,Oasis Books,25
1034,Aya,Wahba,9,Nasr City,Active,2025-01-22,9135,506,2025-01-12,2025-01-28 00:00:00,Friendship,183,2017,Nile Press,25
